id,spacegroup,Natoms,x_Al,x_Ga,x_In,a,b,c,alpha,beta,gamma,avg_HOMO,avg_rs_max,avg_rp_max,avg_mass,avg_rd_max,avg_LUMO,avg_EA,avg_electronegativity,avg_IP,alpha_r,beta_r,gamma_r,vol,atomic_density,formation_energy_ev_natom,bandgap_energy_ev
258,206,80.0,0.4375,0.0,0.5625,9.7191,9.7187,9.7191,90.0009,90.0016,89.9993,-2.7459375,1.1075,1.4381249999999999,76.3895481375,2.4518750000000002,0.5519375,-0.2879125,1.705625,-5.6435375,1.5708120347581647,1.5708242520629283,1.5707841094901327,918.0371950372271,0.08714243870778672,0.2645,1.6502
259,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,-2.7145,1.06,1.415,48.3522693,2.635,0.249,-0.18219999999999997,1.71,-5.7991,1.5708731212819844,1.5708748666112362,1.570724768295565,777.1401074476223,0.10294154069945725,0.1057,3.2978
260,12,20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,-2.718875,1.0425,1.39375,53.694951975,2.5162500000000003,0.21925,-0.163675,1.735,-5.803875,1.5707910908071407,1.8114964292666864,1.5707998174534008,209.44394271140393,0.09549094493297575,0.0413,2.6021
261,12,80.0,0.3125,0.4375,0.25,24.5308,6.2201,6.0692,89.9998,104.4695,90.0001,-2.7340625000000003,1.0587499999999999,1.398125,67.6400433125,2.401875,0.34562499999999996,-0.2055125,1.74,-5.736062500000001,1.5707928361363925,1.823336742912216,1.5707980721241486,896.6889999304187,0.08921710872577654,0.0826,2.0494
262,167,30.0,0.25,0.0,0.75,5.3867,5.3862,14.3418,89.9956,90.0029,120.0014,-2.76225,1.1,1.4175,92.85888465000001,2.2325,0.61325,-0.29845,1.7375,-5.598050000000001,1.570719532307809,1.5708469413432042,2.0944195370027234,360.3573877800087,0.08325068672746187,0.2119,1.4733
263,206,80.0,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,-2.719967,1.038132,1.388446,55.02848557068,2.48661,0.21182440000000002,-0.15905116,1.74124,-5.80506684,1.570883593257496,1.5708801025989922,1.570705569673793,793.8684304096107,0.1007723659684043,0.1016,2.9164
264,227,40.0,0.625,0.125,0.25,10.1665,5.8587,14.4298,94.6578,94.1535,30.2308,-2.7231249999999996,1.1025,1.45125,54.283336625000004,2.69875,0.41999999999999993,-0.25182499999999997,1.6775000000000002,-5.724125000000001,1.6520902726942883,1.6432885772764811,0.5276269955119017,431.2985914352469,0.09274317327791554,0.2641,2.2569
265,33,80.0,0.7188,0.2188,0.0625,9.9778,8.5663,9.1947,90.0038,90.0022,90.0013,-2.7103652,1.096981,1.4560790000000001,41.825847345679996,2.829326,0.33639990000000003,-0.22741196999999996,1.664546,-5.773773660000001,1.5708626493064723,1.5708347240384404,1.5708190160751725,785.8970103887253,0.10179450862197567,0.1147,3.4166
266,227,40.0,0.8125,0.0,0.1875,10.0053,5.7928,14.2566,90.7304,90.8457,30.2783,-2.7133125,1.1224999999999998,1.479375,43.4508751125,2.890625,0.4293125,-0.26683749999999995,1.641875,-5.7345125,1.583544211651463,1.5855565762790125,0.5284560269065991,416.5725529304614,0.09602168870371354,0.3349,2.0738
267,12,80.0,0.4062,0.2812,0.3125,24.4169,6.2284,6.1143,89.9997,104.6682,90.0001,-2.7337597999999996,1.078019,1.417671,66.44663357932001,2.4769240000000003,0.4032251,-0.23216303,1.719204,-5.71435134,1.5707910908071407,1.8268047121359285,1.5707980721241486,899.5465405493142,0.08893369758405992,0.2039,1.6095
268,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,-2.7145,1.06,1.415,48.3522693,2.635,0.249,-0.18219999999999997,1.71,-5.7991,1.5708731212819844,1.5708748666112362,1.570724768295565,777.1401074476223,0.10294154069945725,0.1086,3.3472
269,12,80.0,0.4688,0.25,0.2812,24.3602,6.1931,6.0694,89.9997,104.6073,90.0001,-2.7302144,1.083752,1.426568,62.36651689568001,2.543496,0.4004524,-0.23505344,1.7078039999999999,-5.72133088,1.5707910908071407,1.8257418066214641,1.5707980721241486,886.0641026968749,0.09028692140501739,0.1783,2.044
270,12,20.0,0.5,0.5,0.0,12.200999999999999,3.0134,5.7748,89.9995,103.8357,90.0002,-2.7145,1.06,1.415,48.3522693,2.635,0.249,-0.18219999999999997,1.71,-5.7991,1.5707876001486365,1.812274846113076,1.5707998174534008,206.15880486222122,0.09701259188694986,0.0402,2.9343
271,12,80.0,0.0,0.9375,0.0625,24.9052,6.204,5.9412,90.0001,103.8403,90.0001,-2.73525,0.99625,1.3337500000000002,72.5414375,2.14625,0.1653125,-0.120875,1.8081250000000002,-5.80065,1.5707980721241486,1.8123551312586677,1.5707980721241486,891.3333071141885,0.08975318139856207,0.0107,1.8683
272,206,80.0,0.4062,0.2188,0.375,9.5659,9.5656,9.5657,90.0022,90.0026,89.9978,-2.737283,1.084368,1.421554,69.27204337932,2.46339,0.4385506,-0.24494884,1.71751,-5.69738316,1.5708347240384404,1.5708417053554484,1.5707579295513527,875.2957264370851,0.09139768147348572,0.2316,1.882
273,12,80.0,0.3438,0.3125,0.3438,24.4736,6.2637,6.1591,89.9998,104.7285,90.0001,-2.7381178,1.072611,1.409207,70.53911887068,2.41119,0.4060844,-0.22933468999999998,1.7311070000000002,-5.70910962,1.5707928361363925,1.8278571456748813,1.5707980721241486,913.1372099389699,0.08761005370194787,0.1483,1.861
274,227,40.0,0.8125,0.0,0.1875,5.8832,5.8822,14.3385,90.0907,88.8021,120.0535,-2.7133125,1.1224999999999998,1.479375,43.4508751125,2.890625,0.4293125,-0.26683749999999995,1.641875,-5.7345125,1.5723793404264552,1.5498890276852564,2.0953288535430126,429.3738029696979,0.09315892055674134,0.3874,1.9715
275,206,80.0,0.3125,0.1562,0.5312,9.7438,9.7435,9.7437,90.0016,90.00200000000001,89.9982,-2.7484117,1.0867710000000002,1.414864,80.3137850125,2.3397949999999996,0.5044899999999999,-0.26297897000000003,1.7313830000000001,-5.65651972,1.5708242520629283,1.5708312333799366,1.5707649108683606,925.0543588878787,0.08648140428869262,0.2254,1.4426
276,12,80.0,0.1562,0.3438,0.5,24.6273,6.4045,6.3578,90.0001,105.0628,90.0001,-2.7525329999999997,1.061868,1.3865539999999998,85.59428372932,2.19839,0.44967559999999995,-0.23344884,1.76376,-5.67183316,1.5707980721241486,1.8336917813642981,1.5707980721241486,968.3332468630905,0.08261618637918247,0.20199999999999999,1.1492
277,12,80.0,0.1562,0.8125,0.0312,24.750999999999998,6.1421,5.8772,90.0,103.8047,90.0001,-2.7278822000000007,1.014889,1.358293,64.44677542932,2.3013100000000004,0.1847906,-0.13761531000000002,1.777643,-5.80289038,1.5707963267948966,1.8117337940449576,1.5707980721241486,867.6621158108547,0.09220178977762299,0.0215,2.1204
278,33,80.0,0.125,0.2188,0.6562,10.9139,9.3013,9.9251,90.0001,89.9982,90.0002,-2.7617474,1.07312,1.390622,93.971656325,2.134386,0.530503,-0.26075228,1.765314,-5.62916404,1.5707980721241486,1.5707649108683606,1.5707998174534008,1007.5312221856877,0.07940200585193977,0.2115,1.0487
279,194,80.0,0.6562,0.3438,0.0,6.1745,6.1743,23.6052,90.0183,89.99799999999999,120.0028,-2.709033,1.0818679999999998,1.441554,41.67605302932,2.7833900000000003,0.2861756,-0.20534884,1.67876,-5.79313316,1.5711157220480114,1.5707614202098565,2.094443971612251,779.3195258928623,0.10265365789256264,0.2041,3.0532
280,227,40.0,0.5,0.375,0.125,10.0995,5.8459,14.1685,89.5385,89.471,30.2565,-2.721,1.0725,1.4225,53.98914429999999,2.6075000000000004,0.319625,-0.20775,1.70625,-5.764,1.5627416322969427,1.5615635350518466,0.5280755451296643,421.479849012862,0.09490370676957167,0.2113,2.2756
281,194,80.0,0.6875,0.3125,0.0,6.165,6.1648,23.5817,90.0177,89.9981,120.0032,-2.7079375,1.08625,1.446875,40.3382452875,2.8131250000000003,0.293625,-0.2099875,1.6725,-5.7919375,1.5711052500724998,1.5707631655391086,2.0944509529292596,776.1466450083407,0.10307330517307113,0.2506,3.0935
282,33,80.0,0.5625,0.4375,0.0,9.9815,8.5762,9.2014,90.00200000000001,90.0023,90.0017,-2.7123125000000003,1.0687499999999999,1.4256250000000001,45.6809279625,2.694375,0.26387499999999997,-0.19146249999999998,1.6975,-5.7967125,1.5708312333799366,1.5708364693676926,1.5708259973921805,787.6705739751637,0.10156530235255748,0.0713,3.3074
283,206,80.0,0.4688,0.2812,0.25,9.4289,9.4286,9.4286,90.0028,90.0031,89.9973,-2.728592,1.080632,1.424696,60.959552895680005,2.55036,0.38282439999999995,-0.22867616,1.70874,-5.73009184,1.5708451960139522,1.5708504320017085,1.5707492029050927,838.2150442566556,0.09544090212666782,0.2248,2.3551
284,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,-2.7174155000000004,1.048338,1.400839,51.91263303462,2.555865,0.2291746,-0.16985494,1.72666,-5.8022820600000005,1.570688116381273,1.570927226488796,2.0944073196979596,285.45757633876985,0.1050944255352227,0.0622,3.5551
285,206,80.0,0.4062,0.0,0.5938,9.7599,9.7596,9.7599,90.0009,90.0015,89.9993,-2.7486606,1.1062480000000001,1.434682,79.13882937932,2.415254,0.5621726,-0.28967156,1.710946,-5.63594412,1.5708120347581647,1.5708225067336763,1.5707841094901327,929.657021815739,0.08605324127359333,0.2293,1.5436
286,227,40.0,0.125,0.5625,0.3125,6.1189,6.1177,14.6339,90.0058,90.0003,119.9983,-2.743875,1.03875,1.37,78.472504825,2.21,0.33631249999999996,-0.1905,1.7756249999999998,-5.725675,1.570897555891512,1.5708015627826524,2.0943654317959113,474.41638813030323,0.08431411941236229,0.36,0.5288
287,167,30.0,0.3333,0.5,0.1667,5.0636,5.0632,13.6462,89.9954,90.0055,120.0007,-2.7290029,1.053332,1.3966630000000002,62.99460741538,2.4399610000000003,0.3035109,-0.19156853999999998,1.738339,-5.7586585800000005,1.5707160416493051,1.570892319903756,2.0944073196979596,302.9868443448338,0.09901419998901523,0.1935,2.559
288,227,40.0,0.5,0.1875,0.3125,6.0277,6.0259,14.737,90.0623,88.116,120.0356,-2.73075,1.0912499999999998,1.4337499999999999,62.4444568,2.56625,0.42556249999999995,-0.246075,1.700625,-5.7113499999999995,1.5718836669188891,1.5379143236873234,2.0950164396069058,463.07785614425956,0.08637856349481558,0.3777,1.4436
289,227,40.0,0.0,0.875,0.125,10.0585,5.8483,14.488,91.459,91.6959,30.6914,-2.7385,1.0025,1.3375000000000001,75.359875,2.1325000000000003,0.200625,-0.13365,1.80625,-5.7831,1.596260680581494,1.6003953655794685,0.5356659820465877,434.8139600271238,0.0919933665365868,0.1594,1.319
290,194,80.0,0.5938,0.4062,0.0,6.1935,6.1934,23.6522,90.0189,89.99799999999999,120.0021,-2.7112170000000004,1.073132,1.430946,44.34312022068,2.72411,0.2713244,-0.19610115999999997,1.69124,-5.79551684,1.5711261940235235,1.5707614202098565,2.0944317543074873,785.7026665336898,0.10181968753261157,0.2186,2.9631
291,194,80.0,0.125,0.4688,0.4062,6.6429,6.6426,24.5273,90.0041,90.0011,119.9904,-2.7487474,1.04812,1.375622,82.697906325,2.189386,0.38925299999999996,-0.20965228,1.7728140000000001,-5.69936404,1.5708678852942282,1.5708155254166685,2.094227550785004,937.3854161508928,0.08534376428480966,0.3288,0.8297
292,206,80.0,0.0,0.5,0.5,9.847000000000001,9.847000000000001,9.8468,90.0031,90.0027,89.99600000000001,-2.758,1.04,1.3599999999999999,92.2705,2.05,0.4125,-0.2103,1.795,-5.6777999999999995,1.5708504320017085,1.5708434506847004,1.5707265136248172,954.7792909570126,0.08378899789480444,0.1277,1.278
293,194,80.0,0.0625,0.4688,0.4688,6.7097,6.7093,24.6548,90.0017,89.9988,119.98899999999999,-2.7544633000000003,1.0457290000000001,1.368886,88.1991669625,2.1164549999999998,0.40976,-0.21319602999999998,1.783617,-5.684755279999999,1.5708259973921805,1.5707753828438729,2.0942031161754757,961.3035749742912,0.0832203292306902,0.3746,0.7126
294,33,80.0,0.9688,0.0312,0.0,9.7916,8.4142,9.0463,90.0058,90.0024,90.0013,-2.6980920000000004,1.125632,1.494696,28.315072195680003,3.0803599999999998,0.3605744,-0.25167616,1.6162400000000001,-5.781191840000001,1.570897555891512,1.5708382146969444,1.5708190160751725,745.3109084728368,0.10733775541259992,0.0443,4.6795
295,206,80.0,0.4375,0.3438,0.2188,9.4143,9.414,9.414,90.0031,90.0034,89.9969,-2.7283383000000003,1.073229,1.417636,60.897368937500005,2.527705,0.35775999999999997,-0.21767103,1.7161170000000001,-5.74063028,1.5708504320017085,1.5708556679894643,1.5707422215880849,834.3272330515671,0.09588563914832139,0.1973,2.426
296,227,40.0,0.0,0.1875,0.8125,6.4848,6.4838,15.0894,90.0149,90.0105,120.0007,-2.7742500000000003,1.07125,1.3787500000000001,106.36268749999999,1.98125,0.5890625,-0.274175,1.785625,-5.59005,1.5710563808534437,1.570979586366356,2.0944073196979596,549.4468563633184,0.07280048932257471,0.2932,0.0001
297,206,80.0,0.0,0.5938,0.4062,9.7639,9.7639,9.7636,90.0036,90.0031,89.9953,-2.7531224,1.03062,1.3543720000000001,88.040589,2.070636,0.35950299999999996,-0.19112728,1.797814,-5.704139039999999,1.5708591586479685,1.5708504320017085,1.5707142963200529,930.8005288740108,0.08594752314631363,0.1349,1.3917
298,227,40.0,0.625,0.0625,0.3125,10.2193,5.915,14.4051,87.8481,87.5185,30.2551,-2.726375,1.10875,1.4549999999999998,57.101774125000006,2.6849999999999996,0.45531249999999995,-0.26459999999999995,1.6756250000000001,-5.706575,1.5332385866212308,1.5274859814066573,0.5280511105201364,438.31538680449813,0.09125848921621638,0.3269,1.3776
299,227,40.0,0.625,0.25,0.125,10.0543,5.79,14.2537,93.9566,93.491,30.1832,-2.7166249999999996,1.0899999999999999,1.44375,48.646461625,2.72625,0.34937499999999994,-0.22627499999999998,1.6812500000000001,-5.759225,1.639852023979304,1.6317257709820185,0.5267962187879525,416.18524910957143,0.09611104690899071,0.289,1.4616
300,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,-2.7793848,1.088019,1.3914209999999998,110.65905660432,1.983174,0.6671001,-0.30433803,1.7754539999999999,-5.553176339999999,1.5708067987704086,1.5708067987704086,1.5707823641608807,1068.0581140415682,0.0749022913156638,0.0398,0.9203
301,227,40.0,0.75,0.125,0.125,9.9901,5.7813,14.0288,89.4503,89.3687,30.234,-2.71225,1.1075,1.465,43.30377895,2.845,0.379125,-0.2448,1.65625,-5.754449999999999,1.5612022518966837,1.5597780632270564,0.5276828460479657,407.95964238335824,0.09804891426591687,0.3942,1.7944
302,206,80.0,0.5312,0.4688,0.0,9.1811,9.1807,9.1806,90.0043,90.0045,89.9961,-2.7134080000000003,1.064368,1.420304,47.01873570432,2.66464,0.25642560000000003,-0.18682384,1.7037600000000002,-5.79790816,1.5708713759527322,1.5708748666112362,1.5707282589540688,773.8228963852273,0.1033828287760745,0.1003,3.4323
303,12,80.0,0.0,0.6875,0.3125,24.8392,6.343999999999999,6.1971,90.0002,104.529,90.0001,-2.74825,1.02125,1.34875,83.81518750000001,2.09125,0.30656249999999996,-0.171975,1.8006250000000001,-5.73045,1.5707998174534008,1.8243752138171525,1.5707980721241486,945.3093783038098,0.08462837864101785,0.021,1.4941
304,227,40.0,0.0,0.3125,0.6875,10.8693,6.2713,14.9701,84.4314,83.5345,30.9886,-2.76775,1.05875,1.3712499999999999,100.7258125,2.00875,0.5184375,-0.24862499999999998,1.7893750000000002,-5.62515,1.4736059220683404,1.4579520640072032,0.5408531005835148,522.0452288125254,0.0766217135840631,0.2783,0.6045
305,227,40.0,0.875,0.125,0.0,9.8046,5.6614,13.84,91.7885,91.7567,30.1664,-2.701375,1.1124999999999998,1.47875,32.324221275,2.99125,0.33825,-0.237775,1.6350000000000002,-5.784775,1.6020115404668152,1.601456525764681,0.5265030034736173,385.845913649233,0.10366832609859755,0.07200000000000001,3.2455
306,167,60.0,0.0,0.125,0.875,11.0269,5.5129,14.6067,89.9982,89.9993,120.0011,-2.7775,1.0775000000000001,1.3824999999999998,109.181125,1.9675,0.6243749999999999,-0.28695,1.7837500000000002,-5.5725,1.5707649108683606,1.5707841094901327,2.094414301014967,768.9736843658998,0.07802607712054067,0.1115,1.0036
307,194,80.0,0.25,0.0625,0.6875,6.8101,6.8096,24.7952,90.0171,90.0006,119.9885,-2.759,1.09375,1.4137499999999998,90.04044715,2.24625,0.5779375,-0.285675,1.7393750000000001,-5.615600000000001,1.5710947780969877,1.5708067987704086,2.0941943895292163,995.918103396855,0.08032789014190805,0.316,0.6817
308,206,80.0,0.5938,0.4062,0.0,9.1549,9.1544,9.1544,90.00399999999999,90.0043,89.9965,-2.7112170000000004,1.073132,1.430946,44.34312022068,2.72411,0.2713244,-0.19610115999999997,1.69124,-5.79551684,1.5708661399649761,1.5708713759527322,1.5707352402710768,767.2084395754224,0.10427413969047637,0.5069,1.9411
309,33,80.0,0.125,0.4688,0.4062,10.6366,9.0915,9.713,89.9993,89.9998,90.0004,-2.7487474,1.04812,1.375622,82.697906325,2.189386,0.38925299999999996,-0.20965228,1.7728140000000001,-5.69936404,1.5707841094901327,1.5707928361363925,1.5708033081119046,939.2728286669887,0.08517227109990565,0.2042,1.3375
310,206,80.0,0.5,0.2812,0.2188,9.3881,9.3877,9.3878,90.0028,90.0033,89.9973,-2.7258776,1.08188,1.428128,58.219055299999994,2.5868640000000003,0.372622,-0.22692271999999997,1.7034360000000002,-5.73766096,1.5708451960139522,1.5708539226602123,1.5707492029050927,827.3718420694611,0.09669171215677375,0.2006,2.5656
311,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,-2.7793848,1.088019,1.3914209999999998,110.65905660432,1.983174,0.6671001,-0.30433803,1.7754539999999999,-5.553176339999999,1.5708067987704086,1.5708067987704086,1.5707823641608807,1068.0581140415682,0.0749022913156638,0.0426,0.8872
312,12,80.0,0.125,0.625,0.25,24.7257,6.2734,6.1075,90.0001,104.4048,90.0001,-2.7406249999999996,1.0325,1.36625,75.654067325,2.22375,0.301,-0.177725,1.7775,-5.743225000000001,1.5707980721241486,1.8222075148861756,1.5707980721241486,917.5772177995086,0.08718612281138835,0.0549,1.6532
313,33,80.0,0.7188,0.0625,0.2188,10.1511,8.6974,9.3273,90.0044,90.0017,90.0009,-2.7184928,1.112611,1.4654570000000002,48.87419584568,2.7949399999999995,0.42470939999999996,-0.2593596899999999,1.659857,-5.729884620000001,1.5708731212819844,1.5708259973921805,1.5708120347581647,823.4903117455978,0.09714746956818422,0.2264,2.7110000000000003
314,206,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,-2.7123125000000003,1.0687499999999999,1.4256250000000001,45.6809279625,2.694375,0.26387499999999997,-0.19146249999999998,1.6975,-5.7967125,1.5708696306234802,1.5708731212819844,1.570731749612573,770.5067337515608,0.10382777527521893,0.1045,3.4993
315,227,40.0,0.3125,0.6875,0.0,10.1155,5.7979,14.3795,94.9926,94.0871,30.0987,-2.7210625000000004,1.03375,1.3831250000000002,56.3662933125,2.456875,0.204375,-0.1544125,1.7475,-5.806262500000001,1.6579336350299652,1.642129678653157,0.5253214155700172,421.3084481501155,0.0949423164326097,0.1279,2.2913
316,227,40.0,0.4375,0.25,0.3125,6.0328,6.0326,14.6936,90.0209,89.9949,119.99799999999999,-2.7329375000000002,1.0825,1.423125,65.11579813750001,2.506875,0.4106875,-0.23681249999999998,1.7131250000000002,-5.7137375,1.5711611006085633,1.570707315003045,2.0943601958081555,463.117319547816,0.08637120295793661,0.3291,1.56
317,12,20.0,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,-2.710125,1.0775,1.43625,43.009586625,2.75375,0.27875,-0.200725,1.685,-5.794325000000001,1.5707858548193845,1.8130584989472216,1.5707998174534008,202.91476561821648,0.09856355174088188,0.0486,3.2901
318,206,80.0,0.0625,0.0625,0.875,10.1533,10.1533,10.1535,90.0008,90.0008,89.9989,-2.7753125,1.0862500000000002,1.393125,106.5097836625,2.026875,0.6392499999999999,-0.2962125,1.7712500000000002,-5.5701125000000005,1.5708102894289124,1.5708102894289124,1.5707771281731249,1046.719246889652,0.07642928152675292,0.071,0.9724
319,33,40.0,0.0,0.625,0.375,5.3302,9.1151,9.7342,89.9979,89.9997,90.0004,-2.7515,1.0275,1.3525,86.633625,2.0775,0.341875,-0.18475,1.79875,-5.7129,1.5707596748806048,1.5707910908071407,1.5708033081119046,472.9390855242107,0.08457748835806957,0.1373,1.3418
320,33,40.0,0.25,0.0,0.75,5.4797,9.3301,9.9569,90.0017,89.9979,90.0004,-2.76225,1.1,1.4175,92.85888465000001,2.2325,0.61325,-0.29845,1.7375,-5.598050000000001,1.5708259973921805,1.5707596748806048,1.5708033081119046,509.0579521009935,0.0785765153749416,0.2506,1.1888
321,194,80.0,0.4375,0.4062,0.1562,6.3577,6.3575,23.9705,90.0147,90.0037,119.9974,-2.7245367000000003,1.066771,1.413614,58.060477337500004,2.541045,0.322365,-0.20485397,1.717633,-5.75704472,1.5710528901949399,1.5708609039772201,2.0943497238326434,839.0840722049198,0.09534205528389833,0.2395,1.8922
322,227,40.0,0.6875,0.3125,0.0,9.6139,5.6248,14.3094,98.1746,99.5844,31.285,-2.7079375,1.08625,1.446875,40.3382452875,2.8131250000000003,0.293625,-0.2099875,1.6725,-5.7919375,1.7134700118284252,1.7380756636230412,0.546026256486426,396.22121646755687,0.10095370549970348,0.1596,2.3399
323,33,80.0,0.6562,0.2188,0.125,10.0763,8.6437,9.2716,90.0034,90.0019,90.0012,-2.7155329999999998,1.094368,1.449054,47.31292802932,2.7558900000000004,0.35680059999999997,-0.23089884,1.67501,-5.75803316,1.5708556679894643,1.5708294880506846,1.5708172707459205,807.5240400336498,0.09906825807522258,0.1448,3.0674
324,206,80.0,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,-2.719967,1.038132,1.388446,55.02848557068,2.48661,0.21182440000000002,-0.15905116,1.74124,-5.80506684,1.570883593257496,1.5708801025989922,1.570705569673793,793.8684304096107,0.1007723659684043,0.0868,3.0468
325,12,80.0,0.3125,0.5625,0.125,24.5638,6.1501,5.9411,89.9998,104.1265,90.0001,-2.7275625,1.04625,1.390625,62.003168312499994,2.4293750000000003,0.27499999999999997,-0.1799625,1.74375,-5.7711625,1.5707928361363925,1.8173502635778753,1.5707980721241486,870.3792269631699,0.0919139583318493,0.1337,2.2578
326,33,80.0,0.9375,0.0,0.0625,9.8755,8.4791,9.1113,90.0058,90.0023,90.0011,-2.7024375,1.1275,1.493125,32.4713174375,3.0368749999999998,0.3884375,-0.2598125,1.6206250000000002,-5.7648375000000005,1.570897555891512,1.5708364693676926,1.5708155254166685,762.9379084687538,0.10485781229636777,0.1078,3.7828
327,227,40.0,0.5,0.375,0.125,9.7756,5.7338,14.4719,97.5628,98.8855,31.5195,-2.721,1.0725,1.4225,53.98914429999999,2.6075000000000004,0.319625,-0.20775,1.70625,-5.764,1.7027920874647235,1.7258775574808527,0.5501190535823527,418.9808967727547,0.09546974649227277,0.0883,2.594
328,12,80.0,0.25,0.5,0.25,24.5958,6.2379,6.082000000000001,89.9999,104.4479,90.0001,-2.73625,1.05,1.3875,70.31138465,2.3425,0.33075,-0.19624999999999998,1.7525000000000002,-5.73845,1.5707945814656445,1.8229597517937852,1.5707980721241486,903.6272263698673,0.08853208232932866,0.1214,1.714
329,206,80.0,0.2812,0.3125,0.4062,9.646,9.6458,9.6458,90.0025,90.0026,89.9972,-2.7430072,1.069889,1.402043,76.01471775432,2.33756,0.4264156,-0.23279031,1.741393,-5.692815380000001,1.5708399600261964,1.5708417053554484,1.5707474575758409,897.4778975454632,0.08913868544149575,0.2021,1.8546
330,12,80.0,0.2188,0.4688,0.3125,24.6118,6.2817,6.1525,90.0,104.6036,90.0001,-2.7408652,1.0519809999999998,1.386079,74.47032804568,2.2993259999999998,0.35864989999999997,-0.20441197,1.7570459999999999,-5.72267366,1.5707963267948966,1.8256772294391406,1.5707980721241486,920.4706371405412,0.08691206082197414,0.1505,1.5436
331,33,80.0,0.25,0.75,0.0,10.1276,8.7008,9.3206,89.9989,90.00200000000001,90.0019,-2.72325,1.025,1.3725,59.037634649999994,2.3975,0.1895,-0.14515,1.76,-5.80865,1.5707771281731249,1.5708312333799366,1.5708294880506846,821.3146996155425,0.0974048072406935,0.0602,2.5705
332,206,80.0,0.0,0.4062,0.5938,9.9301,9.9301,9.9301,90.0025,90.0022,89.9966,-2.7628776,1.0493800000000002,1.365628,96.500411,2.029364,0.465497,-0.22947272,1.792186,-5.65146096,1.5708399600261964,1.5708347240384404,1.5707369856003288,979.1762353900435,0.08170132924859326,0.1129,1.1655
333,194,80.0,0.3125,0.625,0.0625,6.3282,6.3281,23.944000000000003,90.0131,90.00200000000001,119.9974,-2.7243125,1.04,1.386875,59.1847308125,2.4431249999999998,0.23968749999999997,-0.1671875,1.7456250000000002,-5.788712500000001,1.571024964926908,1.5708312333799366,2.0943497238326434,830.4093400046359,0.09633803010880561,0.2406,1.3780000000000001
334,33,80.0,0.125,0.0625,0.8125,11.0873,9.4324,10.0577,90.0006,89.9971,90.0003,-2.769875,1.08875,1.4,101.020004825,2.0999999999999996,0.6188125,-0.2927,1.760625,-5.585274999999999,1.5708067987704086,1.5707457122465889,1.5708015627826524,1051.8327410402057,0.07605771990029929,0.2408,0.8991
335,227,40.0,0.0625,0.8125,0.125,6.0176,6.0165,14.4268,90.0032,90.0023,119.9976,-2.7363125000000004,1.01125,1.348125,72.6885336625,2.191875,0.21549999999999997,-0.1429125,1.79375,-5.7807125,1.5708521773309605,1.5708364693676926,2.0943532144911474,452.3539431872579,0.08842633208447896,0.1952,0.6863
336,194,80.0,0.4375,0.5625,0.0,6.2421,6.2421,23.7696,90.0178,89.9991,120.0001,-2.7166875,1.05125,1.404375,51.0236106375,2.575625,0.234125,-0.1729375,1.7225000000000001,-5.8014875,1.5711069954017514,1.5707806188316287,2.0943968477224475,802.0722383776615,0.0997416394336434,0.2026,2.6535
337,194,80.0,0.4062,0.25,0.3438,6.5063,6.506,24.2351,90.0137,90.0068,119.9942,-2.7356606,1.081248,1.4196819999999999,67.86507937932001,2.470254,0.4209226,-0.23857156,1.7184460000000001,-5.70614412,1.57103543690242,1.570915009184032,2.09429387329658,888.4826295097824,0.09004115257057953,0.4023,1.2391
338,194,80.0,0.375,0.2188,0.4062,6.5624,6.562,24.339000000000002,90.0137,90.0066,119.993,-2.7399974,1.08312,1.4181219999999999,72.01254097500001,2.4268859999999997,0.44875299999999996,-0.24670228,1.722814,-5.68981404,1.57103543690242,1.5709115185255282,2.0942729293455558,907.7429569643638,0.08813067552463603,0.2949,1.0686
339,194,80.0,0.4375,0.25,0.3125,6.4734,6.4731,24.1714,90.014,90.0071,119.9949,-2.7329375000000002,1.0825,1.423125,65.11579813750001,2.506875,0.4106875,-0.23681249999999998,1.7131250000000002,-5.7137375,1.5710406728901758,1.5709202451717879,2.0943060906013438,877.2017367102103,0.09119908984679605,0.2449,1.8368
340,227,40.0,0.8125,0.0,0.1875,5.8564,5.8561,14.0558,90.0056,89.9943,119.9996,-2.7133125,1.1224999999999998,1.479375,43.4508751125,2.890625,0.4293125,-0.26683749999999995,1.641875,-5.7345125,1.5708940652330081,1.570696843027533,2.094388121076187,417.47181927078776,0.0958148506164305,0.3573,1.5972
